record_id,collection_month,year,month,month_name,city,state,e_waste_type,collection_channel,sector,e_waste_collected_kg,formal_collected_kg,informal_collected_kg,material_recovered_kg,disposed_kg,hazardous_kg,estimated_jobs_supported,estimated_revenue_inr,recovery_rate_pct,compliance_score_pct,worker_safety_score_pct,primary_material,recycling_method,quarter,formal_share_pct,informal_share_pct,recovery_value_inr_per_kg
EW100855,2023-11-01,2023,11,Nov,Mumbai,Maharashtra,Desktop/PC,Informal Collector,Informal,3057,739.09,2317.91,1149.5,1907.5,235.79,9,99220.68,37.6,40.66,27.46,Non-ferrous Metals,Dismantling,Q4,24.18,75.82,86.32
EW101132,2023-11-01,2023,11,Nov,Nagpur,Maharashtra,Small Appliance,Municipal Collection,Formal,3316,2654.11,661.89,2577.94,738.06,239.48,5,282725.24,77.74,88.98,86.17,Plastic,Material Recovery,Q4,80.04,19.96,109.67
EW101138,2023-11-01,2023,11,Nov,Nagpur,Maharashtra,Air Conditioner,Authorized Collection Center,Formal,1546,1510.74,35.26,1210.67,335.33,184.26,1,86883.6,78.31,77.14,81.52,Plastic,Landfill/Disposal,Q4,97.72,2.28,71.76
EW100087,2023-11-01,2023,11,Nov,Pune,Maharashtra,Desktop/PC,Retailer,Formal,4052,2968.83,1083.17,3316.47,735.53,472.43,3,546220.82,81.85,98.8,76.48,Copper,Landfill/Disposal,Q4,73.27,26.73,164.7
EW100398,2023-11-01,2023,11,Nov,Pune,Maharashtra,Small Appliance,Scrap Dealer,Informal,1022,96.06,925.94,466.94,555.06,108.68,3,35980.34,45.69,13.06,31.93,Mixed/Other,Refurbishment,Q4,9.4,90.6,77.06
EW100624,2023-11-01,2023,11,Nov,Pune,Maharashtra,Refrigerator,Municipal Collection,Formal,4050,3136.62,913.38,3233.46,816.54,452.63,3,450870.1,79.84,91.49,77.3,Non-ferrous Metals,Refurbishment,Q4,77.45,22.55,139.44
EW100317,2023-11-01,2023,11,Nov,Jaipur,Rajasthan,Mobile Phone,Authorized Collection Center,Formal,2922,2555.3,366.7,2445.19,476.81,267.15,5,237706.34,83.68,81.62,93.45,Copper,Dismantling,Q4,87.45,12.55,97.21
EW101028,2023-11-01,2023,11,Nov,Chennai,Tamil Nadu,Desktop/PC,Retailer,Formal,1168,1099.08,68.92,1096.7,71.3,88.46,1,67947.03,93.9,75.12,87.22,Aluminium,Refurbishment,Q4,94.1,5.9,61.96
EW100487,2023-11-01,2023,11,Nov,Hyderabad,Telangana,Tablet,Municipal Collection,Formal,1804,1399.96,404.04,1330.41,473.59,172.51,2,126651.94,73.75,79.06,79.5,Ferrous Metals,Repair & Reuse,Q4,77.6,22.4,95.2
EW100659,2023-11-01,2023,11,Nov,Hyderabad,Telangana,Laptop,Informal Collector,Informal,3132,429.16,2702.84,810.73,2321.27,274.56,9,60122.51,25.89,13.27,49.43,Ferrous Metals,Dismantling,Q4,13.7,86.3,74.16
EW100693,2023-11-01,2023,11,Nov,Lucknow,Uttar Pradesh,Tablet,Authorized Collection Center,Formal,1131,1005.19,125.81,872.07,258.93,127.28,1,115435.3,77.11,75.1,97.19,Plastic,Material Recovery,Q4,88.88,11.12,132.37
EW100758,2023-11-01,2023,11,Nov,Lucknow,Uttar Pradesh,Mobile Phone,Authorized Collection Center,Formal,3136,2963.26,172.74,2540.14,595.86,133.85,3,327455.1,81.0,85.12,78.52,Non-ferrous Metals,Manual Sorting,Q4,94.49,5.51,128.91
EW100948,2023-12-01,2023,12,Dec,Guwahati,Assam,Monitor,Authorized Collection Center,Formal,4244,3228.09,1015.91,3942.49,301.51,424.77,8,532551.94,92.9,85.16,97.16,Precious Metals,Landfill/Disposal,Q4,76.06,23.94,135.08
EW100109,2023-12-01,2023,12,Dec,Delhi,Delhi,Monitor,Informal Collector,Informal,2283,558.64,1724.36,1080.44,1202.56,179.42,3,192395.13,47.33,9.92,30.4,Non-ferrous Metals,Manual Sorting,Q4,24.47,75.53,178.07
EW100462,2023-12-01,2023,12,Dec,Delhi,Delhi,Small Appliance,Producer Take-back,Formal,1044,1015.75,28.25,711.24,332.76,70.1,1,77402.92,68.13,75.59,84.77,Mixed/Other,Material Recovery,Q4,97.29,2.71,108.83
EW100547,2023-12-01,2023,12,Dec,Delhi,Delhi,Laptop,Scrap Dealer,Informal,3049,212.81,2836.19,1377.25,1671.75,329.01,7,63887.52,45.17,19.26,53.64,Aluminium,Repair & Reuse,Q4,6.98,93.02,46.39
EW100569,2023-12-01,2023,12,Dec,Delhi,Delhi,Small Appliance,Informal Collector,Informal,2920,546.4,2373.6,1416.42,1503.58,323.01,11,121263.04,48.51,43.65,56.07,Ferrous Metals,Repair & Reuse,Q4,18.71,81.29,85.61
EW100666,2023-12-01,2023,12,Dec,Delhi,Delhi,Desktop/PC,Informal Collector,Informal,1048,165.35,882.65,426.19,621.81,90.1,5,20781.75,40.67,20.6,38.3,Copper,Refurbishment,Q4,15.78,84.22,48.76
EW100321,2023-12-01,2023,12,Dec,Bengaluru,Karnataka,Printer,Producer Take-back,Formal,2766,2493.37,272.63,2528.31,237.69,280.19,5,337648.26,91.41,97.7,82.1,Mixed/Other,Manual Sorting,Q4,90.14,9.86,133.55
EW100653,2023-12-01,2023,12,Dec,Bengaluru,Karnataka,Desktop/PC,Municipal Collection,Formal,4332,3177.25,1154.75,3124.32,1207.68,446.81,4,215086.04,72.12,85.88,87.41,Non-ferrous Metals,Repair & Reuse,Q4,73.34,26.66,68.84
EW101009,2023-12-01,2023,12,Dec,Bengaluru,Karnataka,Laptop,Authorized Collection Center,Formal,130,111.44,18.56,95.7,34.3,14.25,1,9515.8,73.61,95.39,89.78,Glass,Refurbishment,Q4,85.72,14.28,99.43
EW100712,2023-12-01,2023,12,Dec,Mysuru,Karnataka,Laptop,Authorized Collection Center,Formal,4074,3437.11,636.89,3408.84,665.16,483.74,9,545455.57,83.67,96.34,86.23,Ferrous Metals,Manual Sorting,Q4,84.37,15.63,160.01
EW100092,2023-12-01,2023,12,Dec,Kochi,Kerala,Refrigerator,Producer Take-back,Formal,4649,3437.57,1211.43,4191.67,457.33,553.76,9,417758.18,90.16,90.54,89.27,Glass,Manual Sorting,Q4,73.94,26.06,99.66
EW100282,2023-12-01,2023,12,Dec,Kochi,Kerala,Printer,Informal Collector,Informal,3988,261.34,3726.66,2070.19,1917.81,198.78,9,334834.04,51.91,14.99,31.85,Copper,Manual Sorting,Q4,6.55,93.45,161.74
EW100455,2023-12-01,2023,12,Dec,Kochi,Kerala,Printer,Producer Take-back,Formal,2785,2109.7,675.3,1961.55,823.45,87.73,6,135913.32,70.43,80.08,92.66,Glass,Landfill/Disposal,Q4,75.75,24.25,69.29
EW100642,2023-12-01,2023,12,Dec,Kochi,Kerala,Desktop/PC,Authorized Collection Center,Formal,2850,2284.21,565.79,2156.68,693.32,273.62,6,135707.39,75.67,77.34,96.55,Ferrous Metals,Dismantling,Q4,80.15,19.85,62.92
EW101123,2023-12-01,2023,12,Dec,Kochi,Kerala,Desktop/PC,Authorized Collection Center,Formal,4809,3790.23,1018.77,3810.87,998.13,197.09,4,509165.88,79.24,84.77,92.43,Ferrous Metals,Repair & Reuse,Q4,78.82,21.18,133.61
EW100077,2023-12-01,2023,12,Dec,Bhopal,Madhya Pradesh,Tablet,Scrap Dealer,Informal,2788,605.97,2182.03,1504.52,1283.48,243.53,13,249731.9,53.96,30.87,51.19,Ferrous Metals,Manual Sorting,Q4,21.73,78.27,165.99
EW100975,2023-12-01,2023,12,Dec,Bhopal,Madhya Pradesh,Air Conditioner,Informal Collector,Informal,1453,280.44,1172.56,919.2,533.8,69.93,6,75002.81,63.26,44.58,27.1,Copper,Material Recovery,Q4,19.3,80.7,81.6
EW101100,2023-12-01,2023,12,Dec,Bhopal,Madhya Pradesh,Desktop/PC,Scrap Dealer,Informal,4948,471.24,4476.76,2506.55,2441.45,231.25,12,264382.45,50.66,21.88,24.77,Aluminium,Refurbishment,Q4,9.52,90.48,105.48
EW100328,2023-12-01,2023,12,Dec,Indore,Madhya Pradesh,Television,Authorized Collection Center,Formal,2793,2225.67,567.33,2576.44,216.56,215.31,3,239297.2,92.25,89.37,90.67,Glass,Refurbishment,Q4,79.69,20.31,92.88
EW100346,2023-12-01,2023,12,Dec,Indore,Madhya Pradesh,Television,Informal Collector,Informal,3590,802.12,2787.88,2322.75,1267.25,185.46,16,361049.11,64.7,13.99,37.97,Plastic,Material Recovery,Q4,22.34,77.66,155.44
EW100930,2023-12-01,2023,12,Dec,Indore,Madhya Pradesh,Desktop/PC,Authorized Collection Center,Formal,3116,2732.3,383.7,2283.47,832.53,351.37,7,407442.94,73.28,95.98,98.95,Glass,Dismantling,Q4,87.69,12.31,178.43
EW101033,2023-12-01,2023,12,Dec,Indore,Madhya Pradesh,Mobile Phone,Producer Take-back,Formal,1031,776.83,254.17,710.3,320.7,69.38,1,43831.68,68.89,81.91,80.96,Plastic,Material Recovery,Q4,75.35,24.65,61.71
EW100106,2023-12-01,2023,12,Dec,Nagpur,Maharashtra,Air Conditioner,Informal Collector,Informal,3038,247.01,2790.99,1702.5,1335.5,201.96,10,215737.46,56.04,19.91,43.07,Copper,Manual Sorting,Q4,8.13,91.87,126.72
EW100480,2023-12-01,2023,12,Dec,Nagpur,Maharashtra,Mobile Phone,Authorized Collection Center,Formal,154,112.18,41.82,134.48,19.52,14.65,1,21010.61,87.33,78.71,82.23,Non-ferrous Metals,Manual Sorting,Q4,72.84,27.16,156.24
EW100336,2023-12-01,2023,12,Dec,Nashik,Maharashtra,Monitor,Producer Take-back,Formal,1558,1396.6,161.4,1190.32,367.68,185.24,2,109687.78,76.4,89.48,94.24,Plastic,Manual Sorting,Q4,89.64,10.36,92.15
EW100399,2023-12-01,2023,12,Dec,Pune,Maharashtra,Mobile Phone,Retailer,Formal,4232,3649.27,582.73,3058.87,1173.13,151.29,5,204780.06,72.28,87.37,77.46,Precious Metals,Repair & Reuse,Q4,86.23,13.77,66.95
EW100133,2023-12-01,2023,12,Dec,Jaipur,Rajasthan,Small Appliance,Municipal Collection,Formal,3116,2329.13,786.87,2638.05,477.95,154.07,5,341045.12,84.66,78.65,76.47,Plastic,Dismantling,Q4,74.75,25.25,129.28
EW100310,2023-12-01,2023,12,Dec,Jaipur,Rajasthan,Tablet,Scrap Dealer,Informal,4428,454.15,3973.85,1566.43,2861.57,167.75,8,98718.16,35.38,7.02,48.19,Copper,Landfill/Disposal,Q4,10.26,89.74,63.02
EW100145,2023-12-01,2023,12,Dec,Chennai,Tamil Nadu,Television,Informal Collector,Informal,2788,764.98,2023.02,1531.38,1256.62,223.61,5,65557.67,54.93,17.8,53.89,Ferrous Metals,Landfill/Disposal,Q4,27.44,72.56,42.81
EW100292,2023-12-01,2023,12,Dec,Chennai,Tamil Nadu,Air Conditioner,Retailer,Formal,2478,2014.02,463.98,2173.06,304.94,140.15,3,109790.1,87.69,85.56,92.51,Plastic,Dismantling,Q4,81.28,18.72,50.52
EW101044,2023-12-01,2023,12,Dec,Chennai,Tamil Nadu,Television,Retailer,Formal,3033,2507.61,525.39,2282.98,750.02,257.43,5,231944.74,75.27,88.57,91.66,Ferrous Metals,Landfill/Disposal,Q4,82.68,17.32,101.6
EW101182,2023-12-01,2023,12,Dec,Chennai,Tamil Nadu,Printer,Producer Take-back,Formal,3884,3773.89,110.11,3329.23,554.77,226.7,7,275955.96,85.72,78.02,86.41,Plastic,Manual Sorting,Q4,97.17,2.83,82.89
EW100047,2023-12-01,2023,12,Dec,Lucknow,Uttar Pradesh,Desktop/PC,Informal Collector,Informal,2376,344.75,2031.25,1247.67,1128.33,180.69,4,111924.12,52.51,5.1,59.07,Mixed/Other,Refurbishment,Q4,14.51,85.49,89.71
EW100633,2023-12-01,2023,12,Dec,Lucknow,Uttar Pradesh,Desktop/PC,Municipal Collection,Formal,1771,1553.41,217.59,1295.7,475.3,132.0,3,190091.92,73.16,86.99,82.33,Plastic,Dismantling,Q4,87.71,12.29,146.71
EW100868,2023-12-01,2023,12,Dec,Lucknow,Uttar Pradesh,Tablet,Scrap Dealer,Informal,2695,574.11,2120.89,1696.75,998.25,308.88,7,169357.31,62.96,15.24,49.73,Mixed/Other,Dismantling,Q4,21.3,78.7,99.81
EW100261,2023-12-01,2023,12,Dec,Kolkata,West Bengal,Desktop/PC,Scrap Dealer,Informal,2655,192.72,2462.28,997.03,1657.97,137.36,5,96316.85,37.55,41.31,42.82,Precious Metals,Refurbishment,Q4,7.26,92.74,96.6
EW100819,2023-12-01,2023,12,Dec,Kolkata,West Bengal,Television,Authorized Collection Center,Formal,4675,4334.4,340.6,3908.47,766.53,439.37,6,425534.74,83.6,92.93,86.1,Precious Metals,Material Recovery,Q4,92.71,7.29,108.88
EW100916,2024-01-01,2024,1,Jan,Guwahati,Assam,Tablet,Scrap Dealer,Informal,2893,402.86,2490.14,1612.65,1280.35,240.84,7,288973.92,55.74,6.53,27.3,Precious Metals,Dismantling,Q1,13.93,86.07,179.19
EW100401,2024-01-01,2024,1,Jan,Delhi,Delhi,Mobile Phone,Scrap Dealer,Informal,734,53.19,680.81,450.33,283.67,72.25,2,35414.12,61.35,12.36,54.04,Ferrous Metals,Repair & Reuse,Q1,7.25,92.75,78.64
EW100718,2024-01-01,2024,1,Jan,Delhi,Delhi,Laptop,Municipal Collection,Formal,851,616.18,234.82,785.31,65.69,87.55,1,38108.27,92.28,92.73,98.04,Plastic,Landfill/Disposal,Q1,72.41,27.59,48.53
EW101067,2024-01-01,2024,1,Jan,Delhi,Delhi,Laptop,Retailer,Formal,2215,2161.4,53.6,1673.76,541.24,224.8,3,68242.37,75.56,93.31,79.05,Non-ferrous Metals,Dismantling,Q1,97.58,2.42,40.77
EW100154,2024-01-01,2024,1,Jan,Ahmedabad,Gujarat,Mobile Phone,Scrap Dealer,Informal,2837,438.89,2398.11,1048.24,1788.76,325.29,6,101994.37,36.95,39.91,57.89,Copper,Repair & Reuse,Q1,15.47,84.53,97.3
EW100181,2024-01-01,2024,1,Jan,Ahmedabad,Gujarat,Mobile Phone,Retailer,Formal,2254,1783.88,470.12,1763.96,490.04,153.19,3,293881.64,78.26,92.14,89.59,Mixed/Other,Refurbishment,Q1,79.14,20.86,166.6
EW100285,2024-01-01,2024,1,Jan,Ahmedabad,Gujarat,Mobile Phone,Authorized Collection Center,Formal,3063,2385.93,677.07,2616.44,446.56,220.99,6,138391.7,85.42,90.03,81.68,Ferrous Metals,Repair & Reuse,Q1,77.9,22.1,52.89
EW100344,2024-01-01,2024,1,Jan,Ahmedabad,Gujarat,Refrigerator,Authorized Collection Center,Formal,3595,2747.18,847.82,2496.4,1098.6,214.99,7,237116.32,69.44,90.67,88.91,Glass,Landfill/Disposal,Q1,76.42,23.58,94.98
EW100838,2024-01-01,2024,1,Jan,Ahmedabad,Gujarat,Mobile Phone,Informal Collector,Informal,2140,134.83,2005.17,1200.25,939.75,108.3,7,120594.18,56.09,28.18,59.47,Precious Metals,Refurbishment,Q1,6.3,93.7,100.47
EW101072,2024-01-01,2024,1,Jan,Ahmedabad,Gujarat,Mobile Phone,Producer Take-back,Formal,3650,3352.56,297.44,2783.98,866.02,157.41,8,128277.01,76.27,77.3,86.88,Precious Metals,Manual Sorting,Q1,91.85,8.15,46.08
EW101157,2024-01-01,2024,1,Jan,Ahmedabad,Gujarat,Small Appliance,Scrap Dealer,Informal,4671,1170.24,3500.76,2411.28,2259.72,412.26,11,222450.44,51.62,32.33,60.13,Mixed/Other,Manual Sorting,Q1,25.05,74.95,92.25
EW100663,2024-01-01,2024,1,Jan,Surat,Gujarat,Mobile Phone,Scrap Dealer,Informal,568,45.56,522.44,183.17,384.83,58.46,1,18858.46,32.25,42.54,28.36,Glass,Dismantling,Q1,8.02,91.98,102.96
EW100697,2024-01-01,2024,1,Jan,Surat,Gujarat,Television,Authorized Collection Center,Formal,2152,2012.75,139.25,1551.48,600.52,179.67,3,91237.88,72.1,77.96,98.52,Glass,Manual Sorting,Q1,93.53,6.47,58.81
EW100157,2024-01-01,2024,1,Jan,Bengaluru,Karnataka,Mobile Phone,Retailer,Formal,1799,1317.03,481.97,1513.18,285.82,144.96,2,122117.24,84.11,93.52,77.07,Precious Metals,Dismantling,Q1,73.21,26.79,80.7
EW101162,2024-01-01,2024,1,Jan,Bengaluru,Karnataka,Desktop/PC,Authorized Collection Center,Formal,3877,2868.97,1008.03,2843.1,1033.9,365.96,8,286065.13,73.33,87.16,75.78,Glass,Landfill/Disposal,Q1,74.0,26.0,100.62
EW101168,2024-01-01,2024,1,Jan,Bengaluru,Karnataka,Mobile Phone,Producer Take-back,Formal,3172,2723.75,448.25,2578.23,593.77,251.05,7,153829.54,81.28,82.59,96.33,Mixed/Other,Refurbishment,Q1,85.87,14.13,59.66
EW100284,2024-01-01,2024,1,Jan,Mysuru,Karnataka,Mobile Phone,Scrap Dealer,Informal,1804,108.54,1695.46,802.61,1001.39,123.93,6,144418.45,44.49,35.78,37.9,Aluminium,Dismantling,Q1,6.02,93.98,179.94
EW100360,2024-01-01,2024,1,Jan,Mysuru,Karnataka,Tablet,Scrap Dealer,Informal,4072,1046.8,3025.2,1176.82,2895.18,434.89,10,50364.37,28.9,31.77,30.41,Precious Metals,Material Recovery,Q1,25.71,74.29,42.8
EW100202,2024-01-01,2024,1,Jan,Kochi,Kerala,Printer,Scrap Dealer,Informal,1669,64.53,1604.47,872.97,796.03,86.41,6,134670.21,52.3,37.16,44.86,Precious Metals,Repair & Reuse,Q1,3.87,96.13,154.27
EW100370,2024-01-01,2024,1,Jan,Kochi,Kerala,Television,Informal Collector,Informal,505,125.31,379.69,282.43,222.57,45.67,1,31793.54,55.93,6.51,56.36,Non-ferrous Metals,Dismantling,Q1,24.81,75.19,112.57
EW100348,2024-01-01,2024,1,Jan,Bhopal,Madhya Pradesh,Air Conditioner,Scrap Dealer,Informal,764,41.7,722.3,239.51,524.49,88.19,3,39883.46,31.35,44.66,29.37,Precious Metals,Material Recovery,Q1,5.46,94.54,166.52
EW100201,2024-01-01,2024,1,Jan,Indore,Madhya Pradesh,Laptop,Scrap Dealer,Informal,3031,291.14,2739.86,942.43,2088.57,163.54,4,112689.08,31.09,38.69,44.7,Aluminium,Manual Sorting,Q1,9.61,90.39,119.57
EW100533,2024-01-01,2024,1,Jan,Indore,Madhya Pradesh,Television,Municipal Collection,Formal,3265,2682.12,582.88,2310.26,954.74,294.96,4,277029.45,70.76,89.19,92.26,Non-ferrous Metals,Dismantling,Q1,82.15,17.85,119.91
EW100606,2024-01-01,2024,1,Jan,Indore,Madhya Pradesh,Desktop/PC,Retailer,Formal,912,727.43,184.57,839.2,72.8,46.22,1,106100.71,92.02,92.99,85.5,Non-ferrous Metals,Dismantling,Q1,79.76,20.24,126.43
EW100777,2024-01-01,2024,1,Jan,Indore,Madhya Pradesh,Desktop/PC,Authorized Collection Center,Formal,113,96.39,16.61,89.77,23.23,8.6,1,8181.23,79.44,81.03,78.99,Glass,Material Recovery,Q1,85.3,14.7,91.14
EW100612,2024-01-01,2024,1,Jan,Nagpur,Maharashtra,Mobile Phone,Informal Collector,Informal,796,143.11,652.89,463.96,332.04,59.27,1,17156.23,58.29,17.13,51.41,Precious Metals,Repair & Reuse,Q1,17.98,82.02,36.98
EW100721,2024-01-01,2024,1,Jan,Nashik,Maharashtra,Tablet,Municipal Collection,Formal,2907,2486.69,420.31,2315.64,591.36,154.21,2,114133.27,79.66,93.18,80.36,Plastic,Dismantling,Q1,85.54,14.46,49.29
EW100191,2024-01-01,2024,1,Jan,Pune,Maharashtra,Mobile Phone,Producer Take-back,Formal,2470,2061.25,408.75,1873.76,596.24,131.75,2,81244.1,75.86,83.22,81.49,Glass,Material Recovery,Q1,83.45,16.55,43.36
EW100461,2024-01-01,2024,1,Jan,Pune,Maharashtra,Printer,Retailer,Formal,4917,4028.67,888.33,3379.65,1537.35,525.95,6,427565.95,68.73,92.16,85.32,Ferrous Metals,Repair & Reuse,Q1,81.93,18.07,126.51
EW100691,2024-01-01,2024,1,Jan,Pune,Maharashtra,Refrigerator,Authorized Collection Center,Formal,2833,2053.79,779.21,2465.95,367.05,322.91,5,243288.89,87.04,76.08,97.08,Aluminium,Manual Sorting,Q1,72.5,27.5,98.66
EW100791,2024-01-01,2024,1,Jan,Pune,Maharashtra,Tablet,Informal Collector,Informal,1935,538.53,1396.47,663.58,1271.42,166.71,6,27021.24,34.29,5.58,25.37,Glass,Landfill/Disposal,Q1,27.83,72.17,40.72
EW100200,2024-01-01,2024,1,Jan,Jaipur,Rajasthan,Printer,Authorized Collection Center,Formal,2210,1891.47,318.53,1674.93,535.07,81.59,3,251582.51,75.79,91.97,76.21,Non-ferrous Metals,Dismantling,Q1,85.59,14.41,150.2
EW100272,2024-01-01,2024,1,Jan,Jaipur,Rajasthan,Refrigerator,Scrap Dealer,Informal,3955,159.88,3795.12,2160.32,1794.68,152.43,14,295711.18,54.62,7.66,30.39,Ferrous Metals,Repair & Reuse,Q1,4.04,95.96,136.88
EW100280,2024-01-01,2024,1,Jan,Jaipur,Rajasthan,Small Appliance,Authorized Collection Center,Formal,1961,1855.3,105.7,1538.84,422.16,230.07,4,219334.43,78.47,81.71,78.16,Mixed/Other,Repair & Reuse,Q1,94.61,5.39,142.53
EW100203,2024-01-01,2024,1,Jan,Hyderabad,Telangana,Laptop,Informal Collector,Informal,4125,1028.44,3096.56,2390.48,1734.52,391.69,10,223163.05,57.95,9.11,28.51,Copper,Dismantling,Q1,24.93,75.07,93.35
EW100444,2024-01-01,2024,1,Jan,Kolkata,West Bengal,Mobile Phone,Municipal Collection,Formal,376,305.38,70.62,310.87,65.13,19.82,1,22856.88,82.68,96.5,77.48,Precious Metals,Dismantling,Q1,81.22,18.78,73.53
EW100583,2024-01-01,2024,1,Jan,Kolkata,West Bengal,Mobile Phone,Informal Collector,Informal,4764,648.63,4115.37,1844.56,2919.44,202.19,14,197306.36,38.72,21.15,50.54,Ferrous Metals,Manual Sorting,Q1,13.62,86.38,106.97
EW100184,2024-02-01,2024,2,Feb,Guwahati,Assam,Mobile Phone,Authorized Collection Center,Formal,850,772.0,78.0,604.64,245.36,94.54,1,67977.21,71.13,78.41,75.28,Aluminium,Repair & Reuse,Q1,90.82,9.18,112.43
EW100486,2024-02-01,2024,2,Feb,Guwahati,Assam,Small Appliance,Authorized Collection Center,Formal,1467,1205.08,261.92,1218.24,248.76,164.33,2,73462.4,83.04,84.09,95.24,Mixed/Other,Repair & Reuse,Q1,82.15,17.85,60.3
EW100771,2024-02-01,2024,2,Feb,Delhi,Delhi,Mobile Phone,Municipal Collection,Formal,2423,2228.67,194.33,1776.96,646.04,228.0,4,106473.94,73.34,81.28,86.91,Glass,Dismantling,Q1,91.98,8.02,59.92
EW100847,2024-02-01,2024,2,Feb,Delhi,Delhi,Mobile Phone,Retailer,Formal,2900,2622.38,277.62,2073.36,826.64,299.47,5,358034.06,71.5,83.15,77.6,Ferrous Metals,Dismantling,Q1,90.43,9.57,172.68
EW100879,2024-02-01,2024,2,Feb,Delhi,Delhi,Small Appliance,Producer Take-back,Formal,3164,2352.09,811.91,2614.98,549.02,127.31,3,205287.64,82.65,81.76,89.5,Plastic,Landfill/Disposal,Q1,74.34,25.66,78.5
EW100577,2024-02-01,2024,2,Feb,Ahmedabad,Gujarat,Monitor,Authorized Collection Center,Formal,2261,2033.33,227.67,1714.66,546.34,195.21,2,176628.12,75.84,87.11,89.04,Plastic,Repair & Reuse,Q1,89.93,10.07,103.01
EW101191,2024-02-01,2024,2,Feb,Ahmedabad,Gujarat,Laptop,Authorized Collection Center,Formal,4601,3786.35,814.65,4270.2,330.8,517.62,5,632916.05,92.81,89.94,78.7,Glass,Refurbishment,Q1,82.29,17.71,148.22
EW100488,2024-02-01,2024,2,Feb,Surat,Gujarat,Refrigerator,Municipal Collection,Formal,414,334.41,79.59,283.47,130.53,27.34,1,35387.78,68.47,90.92,95.07,Ferrous Metals,Dismantling,Q1,80.78,19.22,124.84
EW100582,2024-02-01,2024,2,Feb,Surat,Gujarat,Desktop/PC,Retailer,Formal,1499,1332.92,166.08,1258.69,240.31,90.05,3,51055.78,83.97,95.9,87.31,Aluminium,Refurbishment,Q1,88.92,11.08,40.56
EW101108,2024-02-01,2024,2,Feb,Surat,Gujarat,Laptop,Producer Take-back,Formal,770,739.79,30.21,528.37,241.63,26.67,1,39726.93,68.62,95.96,84.33,Plastic,Landfill/Disposal,Q1,96.08,3.92,75.19
EW100729,2024-02-01,2024,2,Feb,Bengaluru,Karnataka,Monitor,Informal Collector,Informal,4287,1096.02,3190.98,1980.79,2306.21,181.76,11,276724.85,46.2,11.97,46.56,Aluminium,Landfill/Disposal,Q1,25.57,74.43,139.7
EW100788,2024-02-01,2024,2,Feb,Bengaluru,Karnataka,Printer,Retailer,Formal,4109,3200.99,908.01,3030.52,1078.48,182.96,5,478266.59,73.75,94.87,84.19,Non-ferrous Metals,Refurbishment,Q1,77.9,22.1,157.82
EW100107,2024-02-01,2024,2,Feb,Mysuru,Karnataka,Desktop/PC,Informal Collector,Informal,3296,401.06,2894.94,2102.07,1193.93,175.45,12,172690.69,63.78,35.94,25.89,Copper,Material Recovery,Q1,12.17,87.83,82.15
EW101145,2024-02-01,2024,2,Feb,Mysuru,Karnataka,Laptop,Authorized Collection Center,Formal,4403,4262.54,140.46,3419.25,983.75,460.76,4,519866.44,77.66,90.78,79.63,Mixed/Other,Landfill/Disposal,Q1,96.81,3.19,152.04
EW100976,2024-02-01,2024,2,Feb,Bhopal,Madhya Pradesh,Small Appliance,Retailer,Formal,4101,3317.07,783.93,3283.98,817.02,453.82,5,550879.5,80.08,94.88,98.53,Copper,Landfill/Disposal,Q1,80.88,19.12,167.75
EW100032,2024-02-01,2024,2,Feb,Indore,Madhya Pradesh,Mobile Phone,Authorized Collection Center,Formal,4571,3681.72,889.28,3907.54,663.46,446.65,9,584156.44,85.49,77.19,86.87,Precious Metals,Landfill/Disposal,Q1,80.55,19.45,149.49
EW100450,2024-02-01,2024,2,Feb,Indore,Madhya Pradesh,Laptop,Scrap Dealer,Informal,4012,392.71,3619.29,1737.59,2274.41,154.86,18,296495.98,43.31,44.19,59.08,Non-ferrous Metals,Landfill/Disposal,Q1,9.79,90.21,170.64
EW100448,2024-02-01,2024,2,Feb,Mumbai,Maharashtra,Small Appliance,Informal Collector,Informal,2622,657.15,1964.85,943.95,1678.05,131.43,11,144877.33,36.0,22.93,42.02,Aluminium,Repair & Reuse,Q1,25.06,74.94,153.48
EW100482,2024-02-01,2024,2,Feb,Nagpur,Maharashtra,Tablet,Informal Collector,Informal,1937,199.3,1737.7,944.09,992.91,94.74,3,165845.59,48.74,5.88,56.12,Aluminium,Landfill/Disposal,Q1,10.29,89.71,175.67
EW100129,2024-02-01,2024,2,Feb,Nashik,Maharashtra,Laptop,Producer Take-back,Formal,1681,1376.8,304.2,1294.44,386.56,86.6,2,200207.01,77.0,81.71,97.62,Non-ferrous Metals,Landfill/Disposal,Q1,81.9,18.1,154.67
EW100411,2024-02-01,2024,2,Feb,Nashik,Maharashtra,Laptop,Scrap Dealer,Informal,444,32.13,411.87,112.69,331.31,16.33,1,17352.64,25.38,5.29,40.55,Ferrous Metals,Manual Sorting,Q1,7.24,92.76,153.99
EW100546,2024-02-01,2024,2,Feb,Nashik,Maharashtra,Refrigerator,Informal Collector,Informal,89,9.78,79.22,44.38,44.62,2.98,1,6901.77,49.86,35.67,35.78,Copper,Material Recovery,Q1,10.99,89.01,155.52
EW100766,2024-02-01,2024,2,Feb,Nashik,Maharashtra,Desktop/PC,Producer Take-back,Formal,2774,2448.21,325.79,2597.74,176.26,216.44,2,402908.34,93.65,81.04,93.66,Non-ferrous Metals,Manual Sorting,Q1,88.26,11.74,155.1
